task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Recommend changes that could improve service and increase operational efficiency.,recommend changes that could improve service and increase operational efficiency,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,firstline supervisors of housekeeping and janitorial workers,Core,117.0,Incumbent,1.0,0.02349840356206725,0.0304301314769907,Building and Grounds Cleaning and Maintenance Occupations,2.0,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,0.11327775334142133,0.10757932181995525,0.1210471667696665,0.07805406438663842,1.1830484615384615,3.81,95.56,False,0.5044896153846153,3.92,86.9,False
"Prepare reports on activity, personnel, and information such as occupancy, hours worked, facility usage, work performed, and departmental expenses.",prepare reports on activity personnel and information such as occupancy hours worked facility usage work performed and departmental expenses,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,firstline supervisors of housekeeping and janitorial workers,Core,114.0,Incumbent,1.0,0.007106046438013478,0.009202239072079682,Building and Grounds Cleaning and Maintenance Occupations,2.0,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,0.11327775334142133,0.10757932181995525,0.1210471667696665,0.07805406438663842,1.5795661538461538,4.03,80.57,False,0.9918203846153846,3.92,75.77,False
"Answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",answer inquiries from current or prospective customers regarding methods materials or price ranges,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",firstline supervisors of landscaping lawn service and groundskeeping workers,Core,60.0,Incumbent,1.0,0.05507185989460444,0.0713173528086175,Building and Grounds Cleaning and Maintenance Occupations,2.0,27.01,56170.0,26.25,54600.0,124130.0,2050.0,21.15,43980.0,28.764,59812.8,21.75,45230.0,29.580000000000002,61512.8,103450.0,940.0,0.08050594023972649,0.09801671543595923,0.07501994609586629,0.049912122805061306,0.8364730769230769,3.62,82.24,False,1.2629842307692307,3.97,87.76,False
"Care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",care for children or elderly persons by overseeing their activities providing companionship and assisting them with dressing bathing eating and other needs,37-2012.00,Maids and Housekeeping Cleaners,maids and housekeeping cleaners,Supplemental,98.0,Incumbent,1.0,0.005168033773100705,0.006692537506967032,Building and Grounds Cleaning and Maintenance Occupations,3.0,16.66,34660.0,16.67,34660.0,854910.0,8460.0,9.97,20740.0,13.559200000000002,28206.4,9.55,19870.0,12.988000000000001,27023.2,926240.0,8080.0,0.5544617205376989,0.4044982500430317,0.6716913955711472,0.4290318641115907,1.4957273504273505,3.926666666666667,81.38888888888889,True,1.22637,3.61,25.87,False
Recommend treatment and prevention methods for pest problems to clients.,recommend treatment and prevention methods for pest problems to clients,37-2021.00,Pest Control Workers,pest control workers,Core,122.0,Incumbent,1.0,0.0016150105540939257,0.0020914179709271403,Building and Grounds Cleaning and Maintenance Occupations,1.0,21.51,44730.0,20.41,42460.0,96110.0,880.0,15.46,32160.0,21.025600000000004,43737.600000000006,14.52,30190.0,19.7472,41058.4,70250.0,300.0,0.062333246728753025,0.0420754680895825,0.05094394599550126,0.01592940089523233,3.064797692307692,4.3,99.49,False,3.064797692307692,4.3,99.49,False
Advise customers on plant selection or care.,advise customers on plant selection or care,37-3011.00,Landscaping and Groundskeeping Workers,landscaping and groundskeeping workers,Supplemental,93.0,Incumbent,1.0,0.0017765116095033104,0.002300559768019844,Building and Grounds Cleaning and Maintenance Occupations,4.0,18.31,38090.0,18.72,38940.0,943430.0,12490.0,12.03,25030.0,16.3608,34040.8,11.87,24700.0,16.1432,33592.0,895600.0,9800.0,0.6118723854053425,0.5971847686805516,0.6494718581291237,0.5203604292442561,0.43617884615384617,3.24,64.05,False,0.43617884615384617,3.24,64.05,False
"Provide information to the public regarding trees, such as advice on tree care.",provide information to the public regarding trees such as advice on tree care,37-3013.00,Tree Trimmers and Pruners,tree trimmers and pruners,Core,151.0,Incumbent,1.0,0.009609312796859138,0.012443936927016846,Building and Grounds Cleaning and Maintenance Occupations,4.0,24.25,50430.0,25.91,53900.0,47870.0,440.0,16.1,33500.0,21.896000000000004,45560.0,14.37,29890.0,19.5432,40650.4,40160.0,383.0,0.031046639485021406,0.02103773404479125,0.02912325795273069,0.020336535142913274,0.9996038461538461,3.87,70.28,False,1.1468115384615385,3.76,84.09,False
Greet customers and ask about the quality of service they are receiving.,greet customers and ask about the quality of service they are receiving,39-1011.00,Gaming Supervisors,gaming supervisors,Core,97.0,Incumbent,1.0,0.018088118205852505,0.023423881274384665,Personal Care and Service Occupations,2.0,29.61,61590.0,29.61,61590.0,25530.0,281.0,23.91,49730.0,32.5176,67632.8,23.91,49730.0,32.5176,67632.8,22640.0,216.0,0.016557775351004732,0.013435461969514409,0.016418091634706745,0.011469168644567278,9.100567692307694,4.61,100.0,False,5.643224615384615,4.49,99.05,False
"Collaborate with staff members to plan or develop programs of events, schedules of activities, or menus.",collaborate with staff members to plan or develop programs of events schedules of activities or menus,39-1021.00,First-Line Supervisors of Personal Service Workers,firstline supervisors of personal service workers,Core,84.0,Incumbent,1.0,0.002987769525073814,0.0038691232462152755,Personal Care and Service Occupations,1.0,24.983333333333334,51960.0,22.677777777777777,47166.666666666664,169243.3333333333,1388.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,20574.0,149.0,0.10976471182877179,0.06636448830493238,0.014919868254967161,0.007911602444632057,2.5645278722084366,4.087258064516129,84.65822580645163,True,0.8893096153846154,4.2,96.78,False
Inform workers about interests or special needs of specific groups.,inform workers about interests or special needs of specific groups,39-1021.00,First-Line Supervisors of Personal Service Workers,firstline supervisors of personal service workers,Core,84.0,Incumbent,1.0,0.004441279023758355,0.005751399420049712,Personal Care and Service Occupations,1.0,24.983333333333334,51960.0,22.677777777777777,47166.666666666664,169243.3333333333,1388.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,20574.0,149.0,0.10976471182877179,0.06636448830493238,0.014919868254967161,0.007911602444632057,0.8898642307692308,3.79,85.91,False,1.6457723076923076,3.7,82.13,False
Resolve customer complaints regarding worker performance or services rendered.,resolve customer complaints regarding worker performance or services rendered,39-1021.00,First-Line Supervisors of Personal Service Workers,firstline supervisors of personal service workers,Core,84.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Personal Care and Service Occupations,1.0,24.983333333333334,51960.0,22.677777777777777,47166.666666666664,169243.3333333333,1388.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,20574.0,149.0,0.10976471182877179,0.06636448830493238,0.014919868254967161,0.007911602444632057,0.6338380769230769,4.3,88.36,False,1.465566153846154,4.32,89.12,False
Analyze and record personnel or operational data and write related activity reports.,analyze and record personnel or operational data and write related activity reports,39-1021.00,First-Line Supervisors of Personal Service Workers,firstline supervisors of personal service workers,Core,84.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Personal Care and Service Occupations,1.0,24.983333333333334,51960.0,22.677777777777777,47166.666666666664,169243.3333333333,1388.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,20574.0,149.0,0.10976471182877179,0.06636448830493238,0.014919868254967161,0.007911602444632057,0.7618511538461539,4.045,87.13499999999999,True,0.6531676923076923,3.92,81.21,False
Furnish customers with information on events or activities.,furnish customers with information on events or activities,39-1021.00,First-Line Supervisors of Personal Service Workers,firstline supervisors of personal service workers,Core,84.0,Incumbent,1.0,0.005571786411624206,0.007215391999698843,Personal Care and Service Occupations,1.0,24.983333333333334,51960.0,22.677777777777777,47166.666666666664,169243.3333333333,1388.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,20574.0,149.0,0.10976471182877179,0.06636448830493238,0.014919868254967161,0.007911602444632057,0.7618511538461539,4.045,87.13499999999999,True,1.7065142307692307,3.79,82.07,False
Respond to customer inquiries or complaints.,respond to customer inquiries or complaints,39-1021.01,Spa Managers,spa managers,Core,59.0,Incumbent,1.0,0.05014607770461785,0.06493852799728958,Personal Care and Service Occupations,1.0,29.49,61340.0,28.77,59840.0,5245.0,58.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,157126.0,1141.0,0.0034017051200947836,0.002773155851358846,0.11394474674005883,0.06058482140486696,4.038698846153846,4.69,100.0,False,4.038698846153846,4.69,100.0,False
Maintain client databases.,maintain client databases,39-1021.01,Spa Managers,spa managers,Core,59.0,Incumbent,1.0,0.0035530232190067,0.0046011195360397905,Personal Care and Service Occupations,1.0,29.49,61340.0,28.77,59840.0,5245.0,58.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,157126.0,1141.0,0.0034017051200947836,0.002773155851358846,0.11394474674005883,0.06058482140486696,4.228895769230769,4.54,95.79,False,4.228895769230769,4.54,95.79,False
"Perform accounting duties, such as recording daily cash flow, preparing bank deposits, or generating financial statements.",perform accounting duties such as recording daily cash flow preparing bank deposits or generating financial statements,39-1021.01,Spa Managers,spa managers,Core,59.0,Incumbent,1.0,0.0074290485488322485,0.00962052266626509,Personal Care and Service Occupations,1.0,29.49,61340.0,28.77,59840.0,5245.0,58.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,157126.0,1141.0,0.0034017051200947836,0.002773155851358846,0.11394474674005883,0.06058482140486696,2.243227692307692,4.19,96.31,False,2.243227692307692,4.19,96.31,False
Develop or implement marketing strategies.,develop or implement marketing strategies,39-1021.01,Spa Managers,spa managers,Core,58.0,Incumbent,1.0,0.05652536939328907,0.07319962898245205,Personal Care and Service Occupations,1.0,29.49,61340.0,28.77,59840.0,5245.0,58.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,157126.0,1141.0,0.0034017051200947836,0.002773155851358846,0.11394474674005883,0.06058482140486696,0.6304865384615385,4.1,84.21,False,0.6304865384615385,4.1,84.21,False
Plan or direct spa services and programs.,plan or direct spa services and programs,39-1021.01,Spa Managers,spa managers,Core,58.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Personal Care and Service Occupations,1.0,29.49,61340.0,28.77,59840.0,5245.0,58.0,17.17,35710.0,23.351200000000006,48565.600000000006,14.39,29930.0,19.570400000000003,40704.8,157126.0,1141.0,0.0034017051200947836,0.002773155851358846,0.11394474674005883,0.06058482140486696,3.729136538461539,4.13,89.72,False,3.729136538461539,4.13,89.72,False
"Conduct training programs to develop or maintain desired animal behaviors for competition, entertainment, obedience, security, riding, or related purposes.",conduct training programs to develop or maintain desired animal behaviors for competition entertainment obedience security riding or related purposes,39-2011.00,Animal Trainers,animal trainers,Core,116.0,Incumbent,1.0,0.0012112579155704247,0.0015685634781953297,Personal Care and Service Occupations,1.0,18.63,38750.0,17.01,35380.0,20110.0,260.0,12.8,26610.0,17.408,36189.600000000006,10.95,22780.0,14.892,30980.800000000003,11720.0,150.0,0.01304257196665512,0.012431388299194828,0.008499118107719215,0.007964700447616165,3.3959296153846155,4.44,91.61,False,3.3959296153846155,4.44,91.61,False
"Respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",respond to questions from patrons and provide information about animals such as behavior habitat breeding habits or facility activities,39-2021.00,Nonfarm Animal Caretakers,nonfarm animal caretakers,Core,100.0,Incumbent,1.0,0.002745517941959698,0.003555410550576169,Personal Care and Service Occupations,1.0,16.09,33470.0,15.17,31550.0,277300.0,2370.0,10.1,21010.0,13.736,28573.600000000002,9.24,19230.0,12.566400000000002,26152.800000000003,174060.0,1460.0,0.1798461067306546,0.11331688565035286,0.12622495715269683,0.07752308435679735,3.595235,4.18,95.11,False,2.2006034615384613,3.97,86.45,False
Count and record number of tickets collected.,count and record number of tickets collected,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",ushers lobby attendants and ticket takers,Supplemental,97.0,Incumbent,1.0,0.001695761081798658,0.0021959888694735434,Personal Care and Service Occupations,1.0,14.98,31150.0,12.29,25570.0,119210.0,1410.0,9.22,19180.0,12.539200000000001,26084.800000000003,8.69,18070.0,11.8184,24575.2,114000.0,1830.0,0.07731501761039068,0.06741637500717196,0.0826706027542654,0.09716934546091721,4.208842307692308,4.29,51.57,False,4.208842307692308,4.29,51.57,False
Lead tours and answer visitors' questions about the exhibits.,lead tours and answer visitors questions about the exhibits,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",ushers lobby attendants and ticket takers,Supplemental,97.0,Incumbent,1.0,0.01033606754620141,0.013385075013934064,Personal Care and Service Occupations,1.0,14.98,31150.0,12.29,25570.0,119210.0,1410.0,9.22,19180.0,12.539200000000001,26084.800000000003,8.69,18070.0,11.8184,24575.2,114000.0,1830.0,0.07731501761039068,0.06741637500717196,0.0826706027542654,0.09716934546091721,3.9567415384615385,4.28,35.65,False,3.9567415384615385,4.28,35.65,False
"Provide information about facilities, entertainment options, and rules and regulations.",provide information about facilities entertainment options and rules and regulations,39-3091.00,Amusement and Recreation Attendants,amusement and recreation attendants,Core,64.0,Incumbent,1.0,0.014454344459140997,0.01871819083979837,Personal Care and Service Occupations,4.0,14.66,30490.0,13.06,27170.0,371590.0,5960.0,9.27,19280.0,12.6072,26220.800000000003,9.03,18770.0,12.2808,25527.2,273870.0,4260.0,0.2409989715111574,0.28496567024308145,0.19860524540623392,0.22619749271229908,3.8203138461538453,4.1,99.93,False,5.499436153846154,4.23,88.03,False
